FirstName,LastName,BirthDate,Gender,EmailAddress,YearlyIncome,EnglishEducation,Phone
Katelyn,Kelly,1976-04-08,F,katelyn1@adventure-works.com,110000,Bachelors,507-555-0132
Eduardo,Martin,1969-12-15,M,eduardo13@adventure-works.com,90000,Partial College,342-555-0195
Elizabeth,Jones,1970-01-10,F,elizabeth7@adventure-works.com,90000,Partial College,941-555-0110
David,Diaz,1975-09-29,M,david55@adventure-works.com,120000,Partial College,613-555-0119
Danielle,Reed,1969-12-03,F,danielle23@adventure-works.com,150000,Bachelors,136-555-0114
Nancy,Chapman,1974-09-15,F,nancy7@adventure-works.com,80000,Partial College,909-555-0129
Charles,Jackson,1968-12-07,M,charles15@adventure-works.com,80000,Partial College,194-555-0175
Jonathan,Phillips,1969-02-16,M,jonathan35@adventure-works.com,90000,Partial College,967-555-0176
Robert,Collins,1969-02-17,M,robert45@adventure-works.com,90000,Partial College,966-555-0171
Christian,Thomas,1967-07-16,M,christian46@adventure-works.com,90000,Partial College,692-555-0172
Arturo,Lal,1968-04-24,M,arturo33@adventure-works.com,110000,Bachelors,638-555-0164
Jeremy,Anderson,1973-03-15,M,jeremy2@adventure-works.com,120000,Partial College,940-555-0176
Hunter,Griffin,1967-08-31,M,hunter16@adventure-works.com,170000,Graduate Degree,410-555-0148
Henry,Garcia,1966-07-16,M,henry16@adventure-works.com,70000,Partial College,282-555-0185
Maria,Carter,1972-03-03,F,maria53@adventure-works.com,130000,Bachelors,239-555-0158
Jon,Luo,1940-08-30,M,jon46@adventure-works.com,70000,Graduate Degree,127-555-0189
Fernando,Barnes,1965-08-31,M,fernando47@adventure-works.com,80000,Partial College,469-555-0125
Sean,Evans,1965-12-17,M,sean31@adventure-works.com,110000,Partial College,791-555-0174
Hunter,Rodriguez,1965-10-31,M,hunter53@adventure-works.com,80000,Partial High School,996-555-0142
Ian,Gonzales,1959-09-02,M,ian57@adventure-works.com,60000,High School,904-555-0153
Gabrielle,Lopez,1959-02-21,F,gabrielle63@adventure-works.com,70000,Graduate Degree,783-555-0174
Mya,Flores,1970-06-16,F,mya13@adventure-works.com,70000,Graduate Degree,522-555-0140
Terrance,Raman,1944-01-05,M,terrance9@adventure-works.com,90000,Bachelors,879-555-0124
Sydney,Garcia,1943-09-12,F,sydney78@adventure-works.com,90000,Bachelors,783-555-0116
Zachary,Anderson,1944-11-10,M,zachary39@adventure-works.com,90000,Bachelors,693-555-0118
Elijah,Ross,1944-12-29,M,elijah7@adventure-works.com,90000,Bachelors,409-555-0142
Rafael,Xie,1944-12-23,M,rafael26@adventure-works.com,130000,Bachelors,663-555-0137
Emily,Miller,1968-01-07,F,emily6@adventure-works.com,20000,Graduate Degree,1 (11) 500 555-0110
Carla,Raman,1977-12-18,F,carla14@adventure-works.com,10000,Bachelors,1 (11) 500 555-0124
Jerome,Romero,1967-03-21,M,jerome7@adventure-works.com,10000,Bachelors,1 (11) 500 555-0112
Melody,Munoz,1947-04-03,F,melody8@adventure-works.com,10000,Graduate Degree,1 (11) 500 555-0147
Marshall,Wang,1973-03-07,M,marshall0@adventure-works.com,30000,Graduate Degree,1 (11) 500 555-0161
Arthur,Carlson,1975-03-09,M,arthur41@adventure-works.com,10000,Bachelors,1 (11) 500 555-0166
Shawn,Rai,1961-03-21,M,shawn19@adventure-works.com,10000,Partial College,1 (11) 500 555-0117
Mindy,Luo,1965-08-30,F,mindy10@adventure-works.com,10000,Partial College,1 (11) 500 555-0194
Anne,Ramos,1950-04-02,F,anne19@adventure-works.com,20000,Bachelors,1 (11) 500 555-0148
Deanna,Suarez,1947-08-23,F,deanna45@adventure-works.com,20000,Partial College,1 (11) 500 555-0146
Terrence,Carson,1985-11-24,M,terrence15@adventure-works.com,10000,Partial College,1 (11) 500 555-0189
Cynthia,Malhotra,1984-05-10,F,cynthia9@adventure-works.com,10000,Partial College,1 (11) 500 555-0187
Tyrone,Serrano,1984-01-30,M,tyrone15@adventure-works.com,10000,Partial College,1 (11) 500 555-0176
Damien,Shan,1983-05-11,M,damien26@adventure-works.com,10000,High School,1 (11) 500 555-0142
Julian,Ross,1983-04-19,M,julian5@adventure-works.com,10000,High School,1 (11) 500 555-0126
Calvin,Nara,1984-08-21,M,calvin15@adventure-works.com,20000,Bachelors,1 (11) 500 555-0193
Edward,Miller,1984-05-24,M,edward28@adventure-works.com,10000,High School,1 (11) 500 555-0151
Alicia,Xu,1983-09-29,F,alicia3@adventure-works.com,20000,Bachelors,1 (11) 500 555-0113
Wendy,Romero,1983-11-12,F,wendy8@adventure-works.com,20000,Bachelors,1 (11) 500 555-0114
Jimmy,Ortega,1948-12-25,M,jimmy26@adventure-works.com,30000,Bachelors,1 (11) 500 555-0183
Gary,Vazquez,1976-05-13,M,gary25@adventure-works.com,10000,High School,1 (11) 500 555-0130
Edward,Patterson,1974-07-15,M,edward59@adventure-works.com,20000,Partial College,1 (11) 500 555-0118
Miguel,Allen,1971-08-08,M,miguel24@adventure-works.com,30000,Bachelors,1 (11) 500 555-0128
Megan,Ramirez,1964-11-29,F,megan44@adventure-works.com,40000,Graduate Degree,1 (11) 500 555-0192
Karl,Shan,1981-04-20,M,karl11@adventure-works.com,10000,High School,1 (11) 500 555-0198
Kurt,Pal,1974-07-17,M,kurt12@adventure-works.com,10000,High School,1 (11) 500 555-0117
Beth,Gutierrez,1976-04-16,F,beth13@adventure-works.com,30000,Bachelors,1 (11) 500 555-0110
Brenda,Mehta,1975-02-01,F,brenda17@adventure-works.com,30000,Bachelors,1 (11) 500 555-0155
Franklin,Raji,1980-04-15,M,franklin38@adventure-works.com,40000,Graduate Degree,1 (11) 500 555-0180
Linda,Navarro,1975-02-23,F,linda25@adventure-works.com,40000,Graduate Degree,1 (11) 500 555-0189
Latoya,Xu,1957-12-31,F,latoya4@adventure-works.com,20000,Partial College,1 (11) 500 555-0141
Mario,She,1957-09-30,M,mario0@adventure-works.com,20000,Partial College,1 (11) 500 555-0156
Jacqueline,Hayes,1979-03-02,F,jacqueline23@adventure-works.com,10000,High School,1 (11) 500 555-0162
Maurice,Goel,1974-02-22,M,maurice20@adventure-works.com,20000,Partial College,1 (11) 500 555-0179
Devin,Ross,1959-08-12,M,devin69@adventure-works.com,80000,Partial College,1 (11) 500 555-0172
Megan,Stewart,1959-10-13,F,megan27@adventure-works.com,80000,Partial College,1 (11) 500 555-0116
Lacey,Zheng,1950-08-26,F,lacey32@adventure-works.com,70000,High School,1 (11) 500 555-0174
Jordan,Turner,1952-01-09,M,jordan59@adventure-works.com,100000,Bachelors,1 (11) 500 555-0176
Amy,Sun,1952-01-16,F,amy19@adventure-works.com,110000,Bachelors,1 (11) 500 555-0111
Deanna,Perez,1959-02-19,F,deanna24@adventure-works.com,120000,Bachelors,1 (11) 500 555-0191
Marco,Lopez,1958-01-13,M,marco17@adventure-works.com,80000,Partial College,1 (11) 500 555-0186
Dominique,Prasad,1957-03-10,F,dominique7@adventure-works.com,80000,High School,1 (11) 500 555-0148
Maurice,Shan,1957-03-01,M,maurice11@adventure-works.com,80000,High School,1 (11) 500 555-0130
Andre,Lopez,1962-05-02,M,andre16@adventure-works.com,170000,Partial College,1 (11) 500 555-0111
Robin,Romero,1955-09-03,F,robin5@adventure-works.com,100000,Partial College,1 (11) 500 555-0168
Alfredo,Moreno,1955-06-16,M,alfredo7@adventure-works.com,90000,High School,1 (11) 500 555-0166
Jennifer,Roberts,1980-02-13,F,jennifer15@adventure-works.com,70000,Bachelors,1 (11) 500 555-0112
Kyle,Patterson,1980-10-25,M,kyle5@adventure-works.com,80000,Bachelors,1 (11) 500 555-0145
Stanley,Malhotra,1984-08-17,M,stanley5@adventure-works.com,80000,Bachelors,1 (11) 500 555-0139
Jon,Gao,1980-01-05,M,jon35@adventure-works.com,120000,Partial High School,1 (11) 500 555-0136
Tasha,Deng,1978-04-12,F,tasha1@adventure-works.com,80000,Bachelors,1 (11) 500 555-0171
Alisha,Beck,1977-09-09,F,alisha45@adventure-works.com,110000,High School,1 (11) 500 555-0169
Grant,Tang,1977-01-30,M,grant6@adventure-works.com,150000,Partial High School,1 (11) 500 555-0195
Jaclyn,Andersen,1980-12-15,F,jaclyn37@adventure-works.com,40000,Bachelors,1 (11) 500 555-0126
Kenneth,Kumar,1968-09-30,M,kenneth7@adventure-works.com,60000,Bachelors,1 (11) 500 555-0153
Melvin,Xu,1985-08-21,M,melvin5@adventure-works.com,20000,Partial High School,1 (11) 500 555-0113
Billy,Hernandez,1984-02-22,M,billy5@adventure-works.com,30000,High School,1 (11) 500 555-0121
Darryl,Wu,1978-10-20,M,darryl6@adventure-works.com,40000,Bachelors,1 (11) 500 555-0180
Adrienne,Torres,1978-01-16,F,adrienne8@adventure-works.com,30000,High School,1 (11) 500 555-0120
Calvin,Chande,1983-05-19,M,calvin13@adventure-works.com,40000,Bachelors,1 (11) 500 555-0197
Erick,Sai,1983-03-03,M,erick5@adventure-works.com,40000,Partial College,1 (11) 500 555-0161
Ariana,Rogers,1982-05-21,F,ariana17@adventure-works.com,10000,Partial High School,1 (11) 500 555-0118
Morgan,Jones,1977-01-05,F,morgan26@adventure-works.com,10000,Partial High School,1 (11) 500 555-0155
Jermaine,Lopez,1977-03-20,M,jermaine15@adventure-works.com,20000,Partial High School,1 (11) 500 555-0181
Danny,Rubio,1976-07-05,M,danny22@adventure-works.com,20000,Partial High School,1 (11) 500 555-0122
Francis,Jimenez,1977-03-03,M,francis3@adventure-works.com,40000,Partial College,1 (11) 500 555-0143
Arturo,Sun,1979-07-15,M,arturo14@adventure-works.com,40000,Partial College,694-555-0114
Sarah,Simmons,1980-03-17,F,sarah40@adventure-works.com,40000,Graduate Degree,579-555-0169
Brandy,Chandra,1981-01-03,F,brandy20@adventure-works.com,40000,Partial College,323-555-0162
Jordan,Baker,1936-10-17,F,jordan45@adventure-works.com,40000,Bachelors,138-555-0117
Isabella,Russell,1972-05-19,F,isabella30@adventure-works.com,60000,Graduate Degree,168-555-0190
Roger,Harui,1964-07-22,F,roger4@adventure-works.com,30000,Bachelors,731-555-0184
Natalie,Campbell,1976-08-05,F,natalie50@adventure-works.com,20000,Partial High School,178-555-0147
Alyssa,Howard,1965-09-23,F,alyssa38@adventure-works.com,20000,Partial High School,805-555-0188
Dalton,Diaz,1965-04-16,M,dalton67@adventure-works.com,30000,High School,994-555-0158
Mya,Gonzales,1976-10-13,F,mya17@adventure-works.com,30000,High School,211-555-0110
Edward,Washington,1960-11-06,M,edward62@adventure-works.com,40000,Partial College,446-555-0170
Jerome,Navarro,1960-09-13,M,jerome8@adventure-works.com,40000,Partial College,934-555-0191
Jada,Morgan,1960-10-08,F,jada14@adventure-works.com,40000,Partial College,160-555-0131
Christian,Hughes,1972-06-17,M,christian26@adventure-works.com,80000,Graduate Degree,231-555-0168
Alyssa,Jackson,1961-07-22,F,alyssa11@adventure-works.com,40000,Partial College,398-555-0193
Ariana,Cook,1961-07-08,F,ariana19@adventure-works.com,40000,Partial College,160-555-0119
Katherine,Diaz,1973-01-30,F,katherine48@adventure-works.com,40000,Partial College,147-555-0124
Jenna,Green,1961-12-02,F,jenna14@adventure-works.com,40000,Partial College,961-555-0153
Austin,Bryant,1963-05-16,M,austin14@adventure-works.com,40000,Partial College,537-555-0113
Andrew,Martinez,1963-01-23,M,andrew24@adventure-works.com,40000,Partial College,226-555-0113
Lauren,Miller,1962-08-26,F,lauren24@adventure-works.com,40000,Partial College,827-555-0183
Devin,Nelson,1963-12-31,M,devin32@adventure-works.com,60000,Graduate Degree,256-555-0111
Alejandro,Tang,1979-09-07,M,alejandro30@adventure-works.com,20000,Partial College,1 (11) 500 555-0124
Reginald,Dominguez,1973-09-22,M,reginald20@adventure-works.com,30000,Bachelors,1 (11) 500 555-0137
Shannon,Alvarez,1978-05-21,M,shannon26@adventure-works.com,10000,High School,1 (11) 500 555-0159
Sydney,Simmons,1932-03-27,F,sydney37@adventure-works.com,10000,High School,1 (11) 500 555-0198
Alexandria,Henderson,1937-07-04,F,alexandria5@adventure-works.com,40000,Bachelors,1 (11) 500 555-0182
Felicia,Ramos,1972-07-14,F,felicia16@adventure-works.com,30000,Bachelors,1 (11) 500 555-0191
Cesar,Srini,1971-08-01,M,cesar7@adventure-works.com,20000,High School,1 (11) 500 555-0189
Jorge,Liang,1972-01-09,M,jorge19@adventure-works.com,20000,High School,1 (11) 500 555-0161
Erik,Diaz,1971-12-30,M,erik4@adventure-works.com,20000,High School,1 (11) 500 555-0157
Alexia,Foster,1972-04-21,F,alexia13@adventure-works.com,20000,High School,1 (11) 500 555-0182
Kristin,Andersen,1971-07-22,F,kristin14@adventure-works.com,30000,Bachelors,1 (11) 500 555-0199
Billy,Moreno,1977-03-11,M,billy8@adventure-works.com,30000,Bachelors,1 (11) 500 555-0165
Meagan,Subram,1976-11-11,F,meagan13@adventure-works.com,20000,High School,1 (11) 500 555-0144
Karla,Luo,1971-01-14,F,karla6@adventure-works.com,20000,High School,1 (11) 500 555-0139
